Order ID,Merchant ID,Restaurant Name,City,Tier,Cuisine,Dish Name,Base Time,Acoustic dB,POS Tickets,Chaos Index,Manual FOR Mins,Actual Food Ready Mins,Rider Arrival Mins,Rider Depart Mins,Actual Rider Wait Mins,Trust Score,Order Completion Time,Adjusted KPT Signal,Food Delay Mins,Total Delay,ETA Currently,Delay,Order Status,Old Error,New Error
ORDER_1814,MCH_207,Classic Dosa Corner,Hyderabad,Tier 2,Chinese,Hakka Noodles,10,63.8,3,1.23,9.7,12.3,16,16,0,0.58,30,12.35,2.3,2.3,20,10,Delayed,2.6,0.05
ORDER_1815,MCH_268,Urban Biryani Express,Hyderabad,Tier 1,Biryani,Chicken Dum Biryani,18,93.3,23,2.82,48.7,50.8,55.9,55.9,0,0.52,65.9,52.16,32.8,32.8,28,37.9,Cancelled,2.1,1.36
ORDER_1816,MCH_296,Spicy Dosa Point,Bengaluru,Tier 2,Biryani,Chicken Dum Biryani,18,66.5,7,1.48,22.3,26.6,25.7,26.6,0.9,0.71,37.6,23.55,8.6,9.5,28,9.6,Delayed,4.3,3.05
ORDER_1817,MCH_118,Grand Chaat Darbar,Kolkata,Tier 1,South Indian,Masala Dosa,8,95,28,3.1,23.8,24.8,30,30,0,0.59,45,26.34,16.8,16.8,22,23,Cancelled,1,1.54
ORDER_1818,MCH_020,Bombay Biryani Lounge,Mumbai,Tier 2,Beverages,Cold Coffee,4,64,2,1.18,2,4.7,6.1,6.1,0,0.73,16.1,3.11,0.7,0.7,19,-2.9,Early,2.7,1.59
ORDER_1819,MCH_222,Urban Chaat Hub,Ahmedabad,Tier 2,Beverages,Cold Coffee,4,73,10,1.76,5.3,7,8.9,8.9,0,0.76,19.9,6.16,3,3,23,-3.1,Early,1.7,0.84
ORDER_1820,MCH_166,Bombay Wok Story,Bengaluru,Tier 2,Beverages,Cold Coffee,4,63.3,4,1.27,2.7,5.1,10.2,10.2,0,0.5,20.2,6.45,1.1,1.1,17,3.2,On Time,2.4,1.35
ORDER_1821,MCH_131,The Dhaba Lounge,Hyderabad,Tier 3,Fast Food,Peri Peri Pizza,14,68.5,0,1.17,6.7,16.4,12.9,16.4,3.5,0.35,26.4,13,2.4,5.9,29,-2.6,Early,9.7,3.4
ORDER_1822,MCH_156,Urban Biryani Junction,Pune,Tier 2,Desserts,Choco Lava Cake,6,82.5,10,1.95,2.8,11.7,7,11.7,4.7,0.41,24.7,8.05,5.7,10.4,24,0.7,On Time,8.9,3.65
ORDER_1823,MCH_184,Bombay Biryani Darbar,Bengaluru,Tier 3,Chinese,Hakka Noodles,10,61.7,0,1.03,6,10.3,10.9,10.9,0,0.67,22.9,7.62,0.3,0.3,25,-2.1,Early,4.3,2.68
ORDER_1824,MCH_090,The Wok Hub,Delhi,Tier 1,Biryani,Chicken Dum Biryani,18,95,27,3.05,49,54.9,56.9,56.9,0,0.47,70.9,53.19,36.9,36.9,38,32.9,Cancelled,5.9,1.71
ORDER_1825,MCH_094,Desi Dosa Corner,Bhilwara,Tier 2,South Indian,Masala Dosa,8,68.1,7,1.51,6,12.1,13.3,13.3,0,0.51,26.3,9.58,4.1,4.1,27,-0.7,Early,6.1,2.52
ORDER_1826,MCH_013,Golden Dosa Express,Jaipur,Tier 3,Fast Food,Zinger Burger & Fries,10,56.4,0,0.93,4.5,9.3,7.6,9.3,1.7,0.68,20.3,6.04,-0.7,1,26,-5.7,Early,4.8,3.26
ORDER_1827,MCH_293,Bombay Wok Palace,Hyderabad,Tier 2,South Indian,Idli Vada Set,5,62,2,1.14,3.5,5.7,11.4,11.4,0,0.47,24.4,7.69,0.7,0.7,20,4.4,On Time,2.2,1.99
ORDER_1828,MCH_230,Spicy Grill Story,Ahmedabad,Tier 1,South Indian,Idli Vada Set,5,79.5,13,2.04,5.6,10.2,10.4,10.4,0,0.68,23.4,7.14,5.2,5.2,22,1.4,On Time,4.6,3.06
ORDER_1829,MCH_292,Desi Tandoor Palace,Delhi,Tier 3,Fast Food,Zinger Burger & Fries,10,62.1,0,1.04,2,10.4,8.5,10.4,1.9,0.44,22.4,6.7,0.4,2.3,29,-6.6,Early,8.4,3.7
ORDER_1830,MCH_026,Royal Dhaba Junction,Bengaluru,Tier 2,North Indian,Paneer Butter Masala & Naan,15,57.5,2,1.05,15.3,15.8,21.9,21.9,0,0.56,32.9,18.2,0.8,0.8,27,5.9,Delayed,0.5,2.4
ORDER_1831,MCH_075,Grand Biryani Story,Jaipur,Tier 2,North Indian,Paneer Butter Masala & Naan,15,82.9,11,2.01,25.2,30.2,32.8,32.8,0,0.49,42.8,29.08,15.2,15.2,34,8.8,Delayed,5,1.12
ORDER_1832,MCH_299,Urban Cafe Junction,Delhi,Tier 3,Beverages,Cold Coffee,4,60.7,0,1.01,2,4,9.4,9.4,0,0.51,19.4,5.63,0,0,14,5.4,Delayed,2,1.63
ORDER_1833,MCH_150,Shree Dosa Palace,Ahmedabad,Tier 3,Chinese,Hakka Noodles,10,55.3,0,0.91,6.5,9.1,10.9,10.9,0,0.71,24.9,7.78,-0.9,-0.9,21,3.9,On Time,2.6,1.32
ORDER_1834,MCH_148,Golden Bake Story,Ahmedabad,Tier 1,Fast Food,Peri Peri Pizza,14,92,21,2.69,30.9,37.7,37.1,37.7,0.6,0.55,50.7,33.96,23.7,24.3,30,20.7,Cancelled,6.8,3.74
ORDER_1835,MCH_008,The Tandoor Lounge,Kolkata,Tier 2,South Indian,Masala Dosa,8,72.3,10,1.75,8.9,14,13.9,14,0.1,0.66,29,10.63,6,6.1,28,1,On Time,5.1,3.37
ORDER_1836,MCH_029,Grand Tandoor Story,Kolkata,Tier 3,South Indian,Idli Vada Set,5,57.1,0,0.94,2,4.7,7.6,7.6,0,0.63,22.6,4.07,-0.3,-0.3,25,-2.4,Early,2.7,0.63
ORDER_1837,MCH_296,Spicy Dosa Point,Bengaluru,Tier 2,Desserts,Choco Lava Cake,6,62.8,4,1.26,3.1,7.6,8.9,8.9,0,0.61,21.9,5.36,1.6,1.6,25,-3.1,Early,4.5,2.24
ORDER_1838,MCH_209,Desi Tandoor Story,Bhilwara,Tier 2,Beverages,Cold Coffee,4,71.2,8,1.62,6.1,6.5,11.1,11.1,0,0.67,26.1,7.75,2.5,2.5,22,4.1,On Time,0.4,1.25
ORDER_1839,MCH_128,Shree Dhaba Point,Pune,Tier 1,Biryani,Hyderabadi Mutton Biryani,20,95,29,3.15,59.9,63,65.2,65.2,0,0.65,80.2,61.76,43,43,37,43.2,Cancelled,3.1,1.24
ORDER_1840,MCH_116,Spicy Grill Express,Pune,Tier 3,Beverages,Cold Coffee,4,60.3,0,1.01,2,4,6,6,0,0.73,16,3.08,0,0,17,-1,Early,2,0.92
ORDER_1841,MCH_144,Golden Cafe House,Kolkata,Tier 2,Biryani,Hyderabadi Mutton Biryani,20,74.1,8,1.68,26,33.6,32,33.6,1.6,0.49,47.6,29.88,13.6,15.2,32,15.6,Delayed,7.6,3.72
ORDER_1842,MCH_235,Desi Biryani Hub,Pune,Tier 1,North Indian,Dal Makhani Combo,12,89.8,18,2.5,29.2,30,36,36,0,0.55,48,32.26,18,18,26,22,Cancelled,0.8,2.26
ORDER_1843,MCH_007,Royal Dhaba Express,Delhi,Tier 2,Biryani,Chicken Dum Biryani,18,67.1,5,1.39,20.1,25,25.2,25.2,0,0.66,38.2,21.83,7,7,31,7.2,Delayed,4.9,3.17
ORDER_1844,MCH_045,The Tandoor Darbar,Bhilwara,Tier 3,Desserts,Choco Lava Cake,6,56.5,0,0.93,2,5.6,9.9,9.9,0,0.47,22.9,6.19,-0.4,-0.4,22,0.9,On Time,3.6,0.59
ORDER_1845,MCH_239,Royal Tandoor Story,Ahmedabad,Tier 3,Fast Food,Zinger Burger & Fries,10,55.2,0,0.9,3.9,9,7.2,9,1.8,0.66,19,5.63,-1,0.8,30,-11,Early,5.1,3.37
ORDER_1846,MCH_155,Bombay Dosa Express,Ahmedabad,Tier 3,Biryani,Chicken Dum Biryani,18,58.8,0,0.98,15.4,17.6,21.3,21.3,0,0.61,34.3,17.7,-0.4,-0.4,30,4.3,On Time,2.2,0.1
ORDER_1847,MCH_181,Bombay Cafe Story,Kolkata,Tier 3,Beverages,Cold Coffee,4,63.4,0,1.07,2,4.3,7.9,7.9,0,0.61,21.9,4.3,0.3,0.3,21,0.9,On Time,2.3,0
ORDER_1848,MCH_215,The Wok Point,Ahmedabad,Tier 3,Biryani,Chicken Dum Biryani,18,62.8,0,1.06,16.4,19.1,19.6,19.6,0,0.79,31.6,17.07,1.1,1.1,32,-0.4,Early,2.7,2.03
ORDER_1849,MCH_088,Golden Tandoor Corner,Bengaluru,Tier 1,South Indian,Masala Dosa,8,83.3,15,2.22,11.1,17.8,15.2,17.8,2.6,0.55,30.8,14.12,9.8,12.4,27,3.8,On Time,6.7,3.68
ORDER_1850,MCH_256,Classic Grill Hub,Delhi,Tier 2,North Indian,Dal Makhani Combo,12,67.2,4,1.34,11.8,16.1,19.3,19.3,0,0.5,34.3,15.55,4.1,4.1,30,4.3,On Time,4.3,0.55
ORDER_1851,MCH_073,Urban Dosa Junction,Mumbai,Tier 1,Fast Food,Peri Peri Pizza,14,80.6,14,2.11,25.3,29.5,31,31,0,0.62,44,27.47,15.5,15.5,27,17,Delayed,4.2,2.03
ORDER_1852,MCH_179,The Dosa Express,Mumbai,Tier 3,North Indian,Dal Makhani Combo,12,58.6,0,0.97,7.5,11.6,12.7,12.7,0,0.65,26.7,9.32,-0.4,-0.4,30,-3.3,Early,4.1,2.28
ORDER_1853,MCH_212,Classic Grill Darbar,Hyderabad,Tier 2,South Indian,Idli Vada Set,5,68.3,7,1.52,2,7.6,7.1,7.6,0.5,0.63,17.6,4.07,2.6,3.1,22,-4.4,Early,5.6,3.53
ORDER_1854,MCH_293,Bombay Wok Palace,Hyderabad,Tier 2,South Indian,Masala Dosa,8,70.6,10,1.71,11.5,13.7,18.9,18.9,0,0.51,28.9,15.13,5.7,5.7,24,4.9,On Time,2.2,1.43
ORDER_1855,MCH_234,Golden Dosa Hub,Bengaluru,Tier 3,Desserts,Choco Lava Cake,6,65.4,0,1.11,5.8,6.7,10.6,10.6,0,0.68,24.6,7.34,0.7,0.7,21,3.6,On Time,0.9,0.64
ORDER_1856,MCH_239,Royal Tandoor Story,Ahmedabad,Tier 3,Biryani,Chicken Dum Biryani,18,60.5,0,1.01,10.1,18.2,17.4,18.2,0.8,0.46,33.2,14.47,0.2,1,30,3.2,On Time,8.1,3.73
ORDER_1857,MCH_223,Golden Dhaba Lounge,Ahmedabad,Tier 1,Desserts,Choco Lava Cake,6,84.2,17,2.33,7.5,14,12,14,2,0.57,25,10.3,8,10,18,7,Delayed,6.5,3.7
ORDER_1858,MCH_119,Golden Kitchen Palace,Kolkata,Tier 3,Fast Food,Peri Peri Pizza,14,65.5,0,1.11,12.7,15.5,18.4,18.4,0,0.62,30.4,14.87,1.5,1.5,25,5.4,Delayed,2.8,0.63
ORDER_1859,MCH_264,Royal Grill Palace,Delhi,Tier 3,Biryani,Chicken Dum Biryani,18,66,0,1.12,17.7,20.2,21.4,21.4,0,0.75,35.4,18.62,2.2,2.2,33,2.4,On Time,2.5,1.58
ORDER_1860,MCH_207,Classic Dosa Corner,Hyderabad,Tier 2,Chinese,Hakka Noodles,10,84.7,11,2.04,18.1,20.4,25.2,25.2,0,0.53,38.2,21.44,10.4,10.4,21,17.2,Delayed,2.3,1.04
ORDER_1861,MCH_095,The Dosa Story,Kolkata,Tier 1,Chinese,Hakka Noodles,10,77.3,12,1.95,18.5,19.5,25.2,25.2,0,0.55,35.2,21.52,9.5,9.5,30,5.2,Delayed,1,2.02
ORDER_1862,MCH_222,Urban Chaat Hub,Ahmedabad,Tier 2,North Indian,Paneer Butter Masala & Naan,15,64.8,3,1.25,17,18.8,22.7,22.7,0,0.62,35.7,19.17,3.8,3.8,26,9.7,Delayed,1.8,0.37
ORDER_1863,MCH_276,Shree Grill Lounge,Bengaluru,Tier 2,North Indian,Dal Makhani Combo,12,75.5,9,1.76,18.2,21.1,21.3,21.3,0,0.79,33.3,18.85,9.1,9.1,25,8.3,Delayed,2.9,2.25
ORDER_1864,MCH_231,Shree Tandoor Palace,Hyderabad,Tier 3,Fast Food,Peri Peri Pizza,14,65,0,1.1,8.6,15.4,14,15.4,1.4,0.55,28.4,11.66,1.4,2.8,30,-1.6,Early,6.8,3.74
ORDER_1865,MCH_119,Golden Kitchen Palace,Kolkata,Tier 3,Chinese,Hakka Noodles,10,60.2,0,1,6.9,10,11,11,0,0.73,26,8.01,0,0,29,-3,Early,3.1,1.99
ORDER_1866,MCH_268,Urban Biryani Express,Hyderabad,Tier 1,North Indian,Paneer Butter Masala & Naan,15,87,20,2.54,37.2,38.1,42.3,42.3,0,0.66,53.3,38.93,23.1,23.1,33,20.3,Cancelled,0.9,0.83
ORDER_1867,MCH_273,Spicy Dhaba House,Jaipur,Tier 3,South Indian,Masala Dosa,8,57.7,0,0.95,3.8,7.6,11.1,11.1,0,0.51,24.1,7.38,-0.4,-0.4,28,-3.9,Early,3.8,0.22
ORDER_1868,MCH_064,Shree Chaat Hub,Bhilwara,Tier 1,Desserts,Choco Lava Cake,6,95,25,2.95,12.5,17.7,19.3,19.3,0,0.55,32.3,15.56,11.7,11.7,21,11.3,Delayed,5.2,2.14
ORDER_1869,MCH_298,Shree Grill Darbar,Chennai,Tier 2,Fast Food,Peri Peri Pizza,14,69.4,5,1.44,19.1,20.2,23.3,23.3,0,0.72,38.3,20.28,6.2,6.2,27,11.3,Delayed,1.1,0.08
ORDER_1870,MCH_011,The Chaat Junction,Hyderabad,Tier 2,North Indian,Paneer Butter Masala & Naan,15,62.5,2,1.15,4.1,17.2,12,17.2,5.2,0.13,29.2,15.5,2.2,7.4,35,-5.8,Early,13.1,1.7
ORDER_1871,MCH_098,Classic Dhaba Hub,Kolkata,Tier 2,Fast Food,Zinger Burger & Fries,10,71.3,8,1.63,10.5,16.3,18,18,0,0.5,33,14.25,6.3,6.3,20,13,Delayed,5.8,2.05
ORDER_1872,MCH_071,Royal Bake Hub,Jaipur,Tier 2,Desserts,Choco Lava Cake,6,73,9,1.71,6.6,10.3,12.2,12.2,0,0.63,23.2,8.67,4.3,4.3,25,-1.8,Early,3.7,1.63
ORDER_1873,MCH_058,Desi Cafe Hub,Chennai,Tier 2,Fast Food,Peri Peri Pizza,14,78.7,10,1.87,23.1,26.2,28.8,28.8,0,0.62,40.8,25.27,12.2,12.2,31,9.8,Delayed,3.1,0.93
ORDER_1874,MCH_290,The Kitchen Point,Bengaluru,Tier 3,Beverages,Cold Coffee,4,57.6,0,0.95,2,3.8,9.5,9.5,0,0.5,22.5,5.75,-0.2,-0.2,21,1.5,On Time,1.8,1.95
ORDER_1875,MCH_251,Bombay Dhaba Lounge,Jaipur,Tier 2,Desserts,Choco Lava Cake,6,59.4,2,1.09,2,6.5,8.2,8.2,0,0.59,22.2,4.54,0.5,0.5,18,4.2,On Time,4.5,1.96
ORDER_1876,MCH_276,Shree Grill Lounge,Bengaluru,Tier 2,North Indian,Paneer Butter Masala & Naan,15,73,5,1.51,14.9,22.6,20.6,22.6,2,0.49,35.6,18.83,7.6,9.6,32,3.6,On Time,7.7,3.77
ORDER_1877,MCH_050,Shree Kitchen Story,Jaipur,Tier 3,Biryani,Chicken Dum Biryani,18,60.1,0,1,15.5,18,22.2,22.2,0,0.55,36.2,18.52,0,0,38,-1.8,Early,2.5,0.52
ORDER_1878,MCH_216,Classic Grill Junction,Bengaluru,Tier 3,Beverages,Cold Coffee,4,59.8,0,1,2,4,6.2,6.2,0,0.72,18.2,3.18,0,0,20,-1.8,Early,2,0.82
ORDER_1879,MCH_052,Desi Tandoor Lounge,Bengaluru,Tier 3,Fast Food,Zinger Burger & Fries,10,62,0,1.04,7.5,10.4,14.9,14.9,0,0.51,24.9,11.13,0.4,0.4,29,-4.1,Early,2.9,0.73
ORDER_1880,MCH_271,Grand Chaat Lounge,Hyderabad,Tier 2,Chinese,Hakka Noodles,10,66,6,1.42,11.3,14.2,17,17,0,0.62,28,13.47,4.2,4.2,26,2,On Time,2.9,0.73
ORDER_1881,MCH_084,Classic Cafe Lounge,Bengaluru,Tier 3,Biryani,Hyderabadi Mutton Biryani,20,62.3,0,1.05,16.8,21,22.8,22.8,0,0.6,36.8,19.2,1,1,40,-3.2,Early,4.2,1.8
ORDER_1882,MCH_293,Bombay Wok Palace,Hyderabad,Tier 2,North Indian,Paneer Butter Masala & Naan,15,64.9,4,1.3,16.8,19.5,20.2,20.2,0,0.77,33.2,17.58,4.5,4.5,33,0.2,On Time,2.7,1.92
ORDER_1883,MCH_126,Bombay Bake Darbar,Hyderabad,Tier 2,South Indian,Masala Dosa,8,75.4,8,1.71,10.7,13.7,15.2,15.2,0,0.7,30.2,12.05,5.7,5.7,19,11.2,Delayed,3,1.65
ORDER_1884,MCH_296,Spicy Dosa Point,Bengaluru,Tier 2,North Indian,Paneer Butter Masala & Naan,15,65.9,7,1.47,18.6,22,23.7,23.7,0,0.66,38.7,20.33,7,7,27,11.7,Delayed,3.4,1.67
ORDER_1885,MCH_072,Golden Wok Palace,Pune,Tier 3,Biryani,Hyderabadi Mutton Biryani,20,61.4,0,1.03,11.3,20.6,16.4,20.6,4.2,0.38,34.6,17.07,0.6,4.8,38,-3.4,Early,9.3,3.53
ORDER_1886,MCH_296,Spicy Dosa Point,Bengaluru,Tier 2,Fast Food,Zinger Burger & Fries,10,65.3,4,1.31,8.2,13.1,15.1,15.1,0,0.54,30.1,11.37,3.1,3.1,24,6.1,Delayed,4.9,1.73
ORDER_1887,MCH_236,Spicy Cafe Point,Pune,Tier 2,Fast Food,Zinger Burger & Fries,10,66.9,6,1.44,10,14.4,14.4,14.4,0,0.71,27.4,11.28,4.4,4.4,27,0.4,On Time,4.4,3.12
ORDER_1888,MCH_056,Desi Kitchen Junction,Hyderabad,Tier 3,Beverages,Cold Coffee,4,62.3,0,1.05,2,4.2,5.9,5.9,0,0.74,16.9,3.01,0.2,0.2,22,-5.1,Early,2.2,1.19
ORDER_1889,MCH_110,The Bake Palace,Delhi,Tier 3,Fast Food,Peri Peri Pizza,14,59.6,0,0.99,11.2,13.9,17.1,17.1,0,0.61,28.1,13.5,-0.1,-0.1,29,-0.9,Early,2.7,0.4
ORDER_1890,MCH_192,Desi Kitchen Hub,Kolkata,Tier 2,South Indian,Masala Dosa,8,76.4,10,1.83,13.6,14.6,19.7,19.7,0,0.59,32.7,16.1,6.6,6.6,26,6.7,Delayed,1,1.5
ORDER_1891,MCH_093,Desi Tandoor Express,Pune,Tier 3,Beverages,Cold Coffee,4,63.8,0,1.08,2,4.3,5.6,5.6,0,0.76,18.6,2.86,0.3,0.3,24,-5.4,Early,2.3,1.44
ORDER_1892,MCH_056,Desi Kitchen Junction,Hyderabad,Tier 3,South Indian,Masala Dosa,8,62.4,0,1.05,5,8.4,8,8.4,0.4,0.77,23.4,5.78,0.4,0.8,27,-3.6,Early,3.4,2.62
ORDER_1893,MCH_060,Golden Grill Palace,Bhilwara,Tier 1,South Indian,Masala Dosa,8,88.3,21,2.62,14.6,21,22.2,22.2,0,0.49,32.2,18.48,13,13,28,4.2,On Time,6.4,2.52
ORDER_1894,MCH_138,Urban Kitchen Lounge,Pune,Tier 2,Biryani,Hyderabadi Mutton Biryani,20,65.9,5,1.37,21.5,27.4,24.9,27.4,2.5,0.61,37.4,23.8,7.4,9.9,32,5.4,Delayed,5.9,3.6
ORDER_1895,MCH_039,Spicy Dhaba Lounge,Mumbai,Tier 3,Beverages,Cold Coffee,4,61.4,0,1.03,2,4.1,9.5,9.5,0,0.5,22.5,5.75,0.1,0.1,21,1.5,On Time,2.1,1.65
ORDER_1896,MCH_028,Shree Chaat Palace,Delhi,Tier 2,South Indian,Masala Dosa,8,66.9,3,1.29,7.3,10.3,12.3,12.3,0,0.67,24.3,8.95,2.3,2.3,22,2.3,On Time,3,1.35
ORDER_1897,MCH_049,Urban Kitchen Palace,Kolkata,Tier 2,South Indian,Idli Vada Set,5,75.3,11,1.86,8,9.3,14.3,14.3,0,0.58,28.3,10.65,4.3,4.3,23,5.3,Delayed,1.3,1.35
ORDER_1898,MCH_125,Shree Bake Hub,Bengaluru,Tier 2,Biryani,Hyderabadi Mutton Biryani,20,68.1,5,1.41,15.7,28.2,19.6,28.2,8.6,0.17,42.2,26.08,8.2,16.8,35,7.2,Delayed,12.5,2.12
ORDER_1899,MCH_013,Golden Dosa Express,Jaipur,Tier 3,Desserts,Choco Lava Cake,6,60.6,0,1.01,2,6.1,9.1,9.1,0,0.53,22.1,5.34,0.1,0.1,21,1.1,On Time,4.1,0.76
ORDER_1900,MCH_036,Classic Grill Lounge,Pune,Tier 1,Fast Food,Zinger Burger & Fries,10,95,27,3.05,18.8,30.5,22.7,30.5,7.8,0.22,44.5,27.93,20.5,28.3,27,17.5,Delayed,11.7,2.57
ORDER_1901,MCH_101,Desi Grill House,Mumbai,Tier 1,Biryani,Hyderabadi Mutton Biryani,20,77.5,14,2.05,35.7,41,40.6,41,0.4,0.65,52,37.56,21,21.4,37,15,Delayed,5.3,3.44
ORDER_1902,MCH_282,The Chaat Story,Chennai,Tier 1,Desserts,Choco Lava Cake,6,95,27,3.05,13.8,18.3,18,18.3,0.3,0.7,29.3,15.15,12.3,12.6,24,5.3,Delayed,4.5,3.15
ORDER_1903,MCH_086,Urban Wok Express,Jaipur,Tier 3,Biryani,Chicken Dum Biryani,18,53.2,0,0.86,10.1,15.5,17.3,17.3,0,0.52,30.3,13.56,-2.5,-2.5,34,-3.7,Early,5.4,1.94
ORDER_1904,MCH_004,Golden Tandoor Story,Pune,Tier 3,Biryani,Chicken Dum Biryani,18,60.3,0,1.01,11,18.2,18.3,18.3,0,0.51,32.3,14.58,0.2,0.2,37,-4.7,Early,7.2,3.62
ORDER_1905,MCH_223,Golden Dhaba Lounge,Ahmedabad,Tier 1,South Indian,Masala Dosa,8,81.4,17,2.28,13.4,18.2,18.3,18.3,0,0.67,32.3,15.02,10.2,10.2,27,5.3,Delayed,4.8,3.18
ORDER_1906,MCH_166,Bombay Wok Story,Bengaluru,Tier 2,Beverages,Cold Coffee,4,76.9,7,1.69,4.4,6.8,8.9,8.9,0,0.7,20.9,5.75,2.8,2.8,18,2.9,On Time,2.4,1.05
ORDER_1907,MCH_278,Classic Kitchen Corner,Delhi,Tier 2,Fast Food,Zinger Burger & Fries,10,74,8,1.68,14.4,16.8,21.3,21.3,0,0.54,35.3,17.57,6.8,6.8,26,9.3,Delayed,2.4,0.77
ORDER_1908,MCH_130,Classic Kitchen Express,Kolkata,Tier 2,Biryani,Hyderabadi Mutton Biryani,20,62.5,4,1.25,22.9,25,30.3,30.3,0,0.51,40.3,26.53,5,5,31,9.3,Delayed,2.1,1.53
ORDER_1909,MCH_031,Desi Grill Lounge,Ahmedabad,Tier 1,Beverages,Cold Coffee,4,85.9,15,2.27,3.3,9.1,9.4,9.4,0,0.59,22.4,5.8,5.1,5.1,23,-0.6,Early,5.8,3.3
ORDER_1910,MCH_011,The Chaat Junction,Hyderabad,Tier 2,Biryani,Hyderabadi Mutton Biryani,20,72.4,6,1.55,21,31,28.6,31,2.4,0.33,46,27.7,11,13.4,31,15,Delayed,10,3.3
ORDER_1911,MCH_096,Classic Biryani Corner,Bhilwara,Tier 3,Biryani,Hyderabadi Mutton Biryani,20,63.7,0,1.07,15.6,21.4,20.5,21.4,0.9,0.61,32.4,17.86,1.4,2.3,36,-3.6,Early,5.8,3.54
ORDER_1912,MCH_190,Spicy Kitchen Express,Kolkata,Tier 3,South Indian,Idli Vada Set,5,57.6,0,0.95,2,4.8,5.8,5.8,0,0.75,15.8,2.95,-0.2,-0.2,22,-6.2,Early,2.8,1.85
ORDER_1913,MCH_192,Desi Kitchen Hub,Kolkata,Tier 2,Biryani,Chicken Dum Biryani,18,77.1,10,1.84,32.2,33.1,36.1,36.1,0,0.74,48.1,33.21,15.1,15.1,30,18.1,Delayed,0.9,0.11
ORDER_1914,MCH_266,Bombay Kitchen Express,Hyderabad,Tier 3,Biryani,Hyderabadi Mutton Biryani,20,63.7,0,1.07,16.9,21.4,23.2,23.2,0,0.58,38.2,19.55,1.4,1.4,32,6.2,Delayed,4.5,1.85
ORDER_1915,MCH_128,Shree Dhaba Point,Pune,Tier 1,South Indian,Idli Vada Set,5,93.2,19,2.61,9.7,13,14.7,14.7,0,0.67,27.7,11.35,8,8,20,7.7,Delayed,3.3,1.65
ORDER_1916,MCH_238,Urban Dosa Point,Ahmedabad,Tier 2,Biryani,Chicken Dum Biryani,18,62.9,5,1.31,19.7,23.6,23.5,23.6,0.1,0.74,34.6,20.71,5.6,5.7,35,-0.4,Early,3.9,2.89
ORDER_1917,MCH_112,Golden Dhaba Story,Delhi,Tier 3,South Indian,Idli Vada Set,5,59.3,0,0.99,2.6,5,7.1,7.1,0,0.7,19.1,3.95,0,0,15,4.1,On Time,2.4,1.05
ORDER_1918,MCH_145,Bombay Bake Lounge,Bengaluru,Tier 3,Beverages,Cold Coffee,4,57.5,0,0.95,2,3.8,7.7,7.7,0,0.62,22.7,4.17,-0.2,-0.2,21,1.7,On Time,1.8,0.37
ORDER_1919,MCH_065,Spicy Wok Palace,Mumbai,Tier 2,Fast Food,Peri Peri Pizza,14,71.6,4,1.43,11.1,20,14.7,20,5.3,0.41,34,16.35,6,11.3,31,3,On Time,8.9,3.65
ORDER_1920,MCH_247,Urban Bake Corner,Bengaluru,Tier 1,Biryani,Chicken Dum Biryani,18,78,11,1.91,30.1,34.4,33.1,34.4,1.3,0.71,44.4,31.35,16.4,17.7,35,9.4,Delayed,4.3,3.05
ORDER_1921,MCH_223,Golden Dhaba Lounge,Ahmedabad,Tier 1,Desserts,Choco Lava Cake,6,86.7,16,2.33,8,14,15.6,15.6,0,0.49,28.6,11.88,8,8,16,12.6,Delayed,6,2.12
ORDER_1922,MCH_106,Royal Dosa Express,Pune,Tier 3,Chinese,Hakka Noodles,10,61.4,0,1.03,5.3,10.3,9.8,10.3,0.5,0.67,21.3,6.95,0.3,0.8,29,-7.7,Early,5,3.35
ORDER_1923,MCH_181,Bombay Cafe Story,Kolkata,Tier 3,Fast Food,Peri Peri Pizza,14,61.1,0,1.02,12.9,14.3,17,17,0,0.73,31,14.01,0.3,0.3,30,1,On Time,1.4,0.29
ORDER_1924,MCH_184,Bombay Biryani Darbar,Bengaluru,Tier 3,Beverages,Cold Coffee,4,57.4,0,0.95,2,3.8,8.5,8.5,0,0.57,22.5,4.8,-0.2,-0.2,21,1.5,On Time,1.8,1
ORDER_1925,MCH_226,The Grill Express,Bhilwara,Tier 3,Biryani,Hyderabadi Mutton Biryani,20,58.7,0,0.97,14.3,19.4,21.6,21.6,0,0.51,35.6,17.88,-0.6,-0.6,35,0.6,On Time,5.1,1.52
ORDER_1926,MCH_265,Grand Dhaba Palace,Ahmedabad,Tier 2,Fast Food,Zinger Burger & Fries,10,72.2,8,1.64,10.5,16.4,16.7,16.7,0,0.59,27.7,13.04,6.4,6.4,22,5.7,Delayed,5.9,3.36
ORDER_1927,MCH_278,Classic Kitchen Corner,Delhi,Tier 2,Beverages,Cold Coffee,4,74.6,11,1.84,4.9,7.4,9.2,9.2,0,0.71,21.2,6.15,3.4,3.4,24,-2.8,Early,2.5,1.25
ORDER_1928,MCH_089,Spicy Chaat Point,Jaipur,Tier 2,South Indian,Idli Vada Set,5,60.5,2,1.11,3.3,5.6,10.6,10.6,0,0.51,25.6,6.88,0.6,0.6,25,0.6,On Time,2.3,1.28
ORDER_1929,MCH_176,Desi Biryani Darbar,Bengaluru,Tier 3,South Indian,Idli Vada Set,5,59.4,0,0.99,2,5,7.6,7.6,0,0.63,17.6,4.07,0,0,20,-2.4,Early,3,0.93
